,nome_logradouro_residencia,quantidade
4189,RUA URSULINO PINTO DE CARVALHO,1
4190,TRAVESSA VENCEDORA,1
4191,RUA NONA LONDRINA,1
4192,R AMADOR BUENO,1
4193,RUA FLORESTOPOLES,1
4194,DE 660 AO FIM PAR DE BELEM,1
4195,RUA 2 TV DA RAMPA,1
4196,RUA 31 DE MARÃO,1
4197,RUA CORREGO DO TIRO,1
4198,RUA DR MIGUEL V FERREIRA,1
4199,RUA DR JOAO DA COSTA,1
4200,RUA MANOEL SERAFIM,1
4201,RUA JAIME RAMIRO,1
4202,TRAVESSA MONTE BELO,1
4203,RUA DOUTOR ADELIO FILHO,1
4204,RUA BEFICA,1
4205,RUA PAULOPOLIS,1
4206,R PROFESSOR ANTONIO LUIZ LINS DE BARROS,1
4207,RUA DOUTOR JOAO COIMBRA,1
4208,RUA CAMPO DO UNI?O,1
4209,RUA MARIA PEREIRA DE LUCENA,1
4210,RUA ENGENHO ?GUA CLARAS,1
4211,R BISMARK DE FREITAS,1
4212,RUA PADRE LUIZ,1
4213,RUA BORBA GATO,1
4214,RUA AFONSO,1
4215,3 TRAV TREZE DE MAIO,1
4216,RUA JOAO RIO BRANCO DE LIMA,1
4217,RUA BOTOGUARA,1
4218,RUA PARANA,1
4219,RUA CORONEL ALENCAR DE CARVALHO,1
4220,RUA VILA DAS AEROMOCAS,1
4221,RUA EDUARDO ANDRADE,1
4222,AV RIO MORNO,1
4223,RUA FREI GONZAGA,1
4224,RUA RUBENS,1
4225,R GLAUBER ROCHA,1
4226,ESTACIO PAV?O,1
4227,RUA DIADEMA,1
4228,RUA FERNANDO NOBRE,1
4229,RUA JORNALISTA WILSON CARNEIRO DA CUNHA,1
4230,RUA UBURANAS,1
4231,MARIA JOSE DE LIMA,1
4232,RUA HIDROLINA,1
4233,RUA HENRIQUE PORTELA,1
4234,RUA JOS? GOMES DE MOURA,1
4235,RUA NINOPËLIS,1
4236,RUA BOMBUI,1
4237,RUA BEM TI VI,1
4238,RUA MAJOR,1
4239,RUA HENRIQUE DIAS,1
4240,RUA PADRE ANTONIO,1
4241,RUA MARQUES DO POMBAL,1
4242,RUA AGUIAR,1
4243,RUA MASARANDUBA,1
4244,RUA MUNDAU,1
4245,RUA PROF ARGEMIRO REGO BARROS,1
4246,RUA GUINICEMA,1
4247,RUA ICONHA,1
4248,RUA RIACH?O,1
4249,RUA PROF¬ ROSILDA COSTA,1
4250,R PROFESSOR AUGUSTO LINS E SILVA,1
4251,LAGOA DO RANCHO,1
4252,RUA FELIPE DOS SANTOS,1
4253,RUA ALCIDES PODECINO,1
4254,AVENIDA 21 DE ABRIL,1
4255,RUA MARCOS ANDR?,1
4256,RUA URIEL PAES BARRETO,1
4257,RUA ALEXANDRE GONDIM,1
4258,RUA AQUINA,1
4259,MONSENHOR FABRICIO,1
4260,RUA ADOLFO CORREIA,1
4261,RUA DONA ADA VIEIRA,1
4262,RUA PROF CLAUDIO SILVA,1
4263,RUA AGUIA BRANCA,1
4264,RUA WALDEMAR NERY,1
4265,RUA RIO TEJIPIË,1
4266,RUA ITAPEMA,1
4267,RUA APOLO LUIZ LOPES,1
4268,TRV MAJOR MARIO PORTELA,1
4269,3 TRAVESSA HERMINIO GOMES,1
4270,RUA JOSE BENEDITO MOURI FERNANDO,1
4271,SEGUNDA TRAVESSA DA RUA 40,1
4272,ALCIO ALVES,1
4273,RUA EUCLIDES DA CUNHA,1
4274,1 TRAVESSA ALFREDO GAMA,1
4275,RUA CINEASTA JOS? CARLOS BURIL,1
4276,RUA GUIRAPA,1
4277,RUA CIANORTE,1
4278,RUA MOLINA,1
4279,ARRAIAL,1
4280,RUA CHIQUE CHIQUE,1
4281,RUA APULCRO DE ASSUNÃAO,1
4282,RUA DESENHISTA EVELINO SANTOS,1
4283,RUA HELIO FALCOA 2 TV,1
4284,RUA ANA LINA BRAND?O,1
4285,RUA GERSON MONTEIRO LIMA,1
4286,RUA TUPIRADALIA,1
4287,MAQUICE,1
4288,R TUPIRACAVA,1
4289,RUA SITIO S?O BRAS,1
4290,RUA ARAO BOTLE,1
4291,RUA SANTA FE,1
4292,R PATROCINIO,1
4293,DEMETRIO MACIEL,1
4294,RUA PROF RODRIGO,1
4295,RUA SEIS DE JANEIRO,1
4296,R DESEMBARGADOR MANOEL DE SA PEREIRA,1
4297,RUA PINHEIRO,1
4298,RUA RAFONSO TAVARES,1
4299,RUA ROMIZ GALVAO,1
4300,RUA CARLOPOLIS,1
4301,"RUA GUAIRA,",1
4302,RUA JOVEM JOAO,1
4303,R D BACELAS,1
4304,RUA GUARAGI,1
4305,RUA MANUEL DE CARVALHO,1
4306,RUA CONQUISTA,1
4307,RUA 23,1
4308,1 TRAVESSA JOSE MENEZES DE LIRA FILHO,1
4309,AURILANDIA,1
4310,RUA JOSE MARIANO FILHO,1
4311,RUA SENHOR DO BONFIM,1
4312,AV.BEIRA RIO,1
4313,TRAVESSA GUARANI,1
4314,TRV DA RUA BEZERRA DA PALMA,1
4315,R PAUJICIO,1
4316,CORREGO CALMA,1
4317,RUA MIL NOIVECENTOS E ONZE,1
4318,RUA DA CARVOEIRA,1
4319,RUA UMBURANA,1
4320,AVENIDA JOSELIA,1
4321,AVENIDA TAPAJOS,1
4322,RUA ANTONIO ROMANO,1
4323,R ALPULERO DE ASSUNCAO,1
4324,AV. CANTO VENDE,1
4325,RUA TINHORAO,1
4326,R CONSCELHEIRO PERETTI,1
4327,RUA ALCIDES CODECEIRA,1
4328,RUA ADOLFO DUTRA,1
4329,JO?O CARNEIRO DA CUNHA,1
4330,RUA NOSSA SENHORA DA CONCEIÃ?O,1
4331,RUA OROBOR?,1
4332,RUA CONSUL SAID,1
4333,RUA JUAREZ MILLET,1
4334,RUA BOAVENTURA RODRIGUES,1
4335,RUA BARAO DE TRACUNHAEM,1
4336,AV. CANAL,1
4337,PRAÃA DO MORRO,1
4338,RUA PROF ROSILDA COSTA,1
4339,RUA FREI CASEMIRO,1
4340,RUA PROFESSOR JOSE AMORIM DOS REIS,1
4341,RUA MISSAMBIARE,1
4342,RUA QUIPAPO,1
4343,RODRIGO DELAMARE,1
4344,R ANAFALA,1
4345,RUA FREI FRANCISCO SAMPAIO,1
4346,RUA ANTONIO LAGRECA,1
4347,RUA CHAPECO,1
4348,ALTO TRAJANO,1
4349,RUA PALESITNA,1
4350,RUA CURITIBA,1
4351,RUA EN CAMPO ALEGRE,1
4352,TRAVESSA TABAIARES,1
4353,RUA JO?O J?LIO PROTETOR,1
4354,RUA JOAQUIM F. LINS,1
4355,RUA AUGUSTINHO BARBALHO,1
4356,RUA PARGO,1
4357,SOLETE,1
4358,RUA MUCIO UCHOA CAVALCANTI,1
4359,RUA LEOPOLDINA,1
4360,RUA CLAUDIO BROTHERHOOD,1
4361,RUA MAJOR QUINTEIRO,1
4362,RUA SIBA?NA,1
4363,RUA 2 TRAVESSA CORDISLANDIA,1
4364,RUA POTEGI,1
4365,RUA ENGENHEIRO PANGOLE,1
4366,RUA ARARUBA,1
4367,RUA VALE FUNDO,1
4368,RUA B SEVERINO T G DO NASCIMENTO,1
4369,RUA PADRE LEONARDO GRECO,1
4370,RUA CORONEL URBANO E SENA,1
4371,RUA DA ANGELINA,1
4372,RUA DA REDE,1
4373,RUA JOAO DIAS MARTINS,1
4374,RUA QUINZE DE ABRIL,1
4375,RUA CURUPIARA,1
4376,SARGENTO JO?O LOPES FILHO,1
4377,RUA ALTO DO EGITO,1
4378,RUA ALTO DO PIQUIRI,1
4379,RUA MIGUEL CALMO,1
4380,RUA ANITOPOLIS,1
4381,RUA TRES POSTES,1
4382,QUARTA TRV DA RUA JOAQUIM DA S CALADO,1
4383,RUA DUQUE BARCELOS,1
4384,RUA CONDE OLIMPIO TORRES,1
4385,RUA AV PROFESSOR JOSE DOS ANJOS,1
4386,FELIXLANDIA,1
4387,RUA DO DESPACHO,1
4388,R S?O CAETANO,1
4389,2 TRAVESSA DE AUREA,1
4390,RUA GUAXUP?,1
4391,RUA ONZE DE JANEIRO,1
4392,RUA QUIPARA,1
4393,RUA ARAGUACU?,1
4394,RUA CABO BOA ESPERANCA,1
4395,RUA PROF ADALTO PONTES,1
4396,RUA ALTO DO ARAGUAIA,1
4397,RUA SANTA CLARA,1
4398,SIRIGI,1
4399,R. CORONEL ANIZIO RODRIGUES COELHO,1
4400,R SERRA MONTE SINAI,1
4401,RUA ORONEL ANISIO R COELHO,1
4402,RUA VIRGILIO CAMPELO,1
4403,R DR VIRGINIO MARQUES,1
4404,RUA DESEMBARGADOR EVANDRO NETTO,1
4405,JOAO UZEDA LUNA,1
4406,RUA JOSE FIRMO REIS,1
4407,R COLOMBIA,1
4408,RUA MUARANA,1
4409,RUA DOIS IRMAOS,1
4410,JOAQUIM DA CONCEICAO,1
4411,RUA HOR?CIO SOLDANHA,1
4412,AV DOIS RIOS,1
4413,RUA COMPOSITOR ATALFO ALVES,1
4414,RUA LOURENÃO BEZERRA,1
4415,RUA CRISTOVAO CAVALCANTI,1
4416,RUA AMBAR,1
4417,RUA SAO JOSE DO EGITO,1
4418,RUA VILA NOVA DO CABANGA,1
4419,RUA INALDO BARTOLOMEU CARVALHO,1
4420,RUA BAR?O DE MARMOR?,1
4421,RUA DOIS UNIDOS,1
4422,RUA 20 DE NOVEMBRO,1
4423,RUA JOS? BONIFACIO,1
4424,RUA MANDACARU,1
4425,TRAVESSA MANOEL LOPES,1
4426,R. GERMANO GUILHERME SILVA,1
4427,RUA DEMOSTENES A FILHO,1
4428,RUA TURIM,1
4429,RUA SARGENTO CORIOLANO SANTIAGO,1
4430,UMBURETAMA,1
4431,SEGUNDA TRV DA AV CENTRAL,1
4432,RUA MUNIZ DE FARIAS,1
4433,RUA PROF. SILVIO DA CUNHA SANTOS,1
4434,RUA MAOCIR COUTINHO,1
4435,RUA PROF. JOAQUIM XAVIER DE BRITO,1
4436,UMURANA,1
4437,RUA RAIZ,1
4438,RUA DOUTOR SOLANO CARNEIRO DA CUNHA,1
4439,RUA JOAQUIM CARNEIRO DA SILVA,1
4440,AV ENGENHO BABILONIA,1
4441,RUA FERNANDO A. G. DE SOUZA,1
4442,RUA JOS? FIGUEIREDO DE MATOS,1
4443,ALMIRANTE JOSE PASCOE,1
4444,RUA JOSE TUGUEIRO,1
4445,RUA AGUSTINA,1
4446,JORNALISTA NELSON ?PEREIRA DE LIMA,1
4447,ESTRADA DA MUMBECA,1
4448,RUA DR CARLOS NOVIGNICE,1
4449,AVENIDA NOSSA SENHORA DA SA?DE,1
4450,RUA DESEMBAGADOR MATIAS FERREIRA,1
4451,PRACA DA LIBERDADE,1
4452,RUA 6 DE MARÃO,1
4453,RUA BEZERRA DE CARVALHO,1
4454,RUA FREI ATANAZIO,1
4455,RUA CAPITAO SEBASTIAO CORREIA,1
4456,RUA PROFESSOR JOSE AMARINO REIS,1
4457,RUA MAUES,1
4458,RUA ALVARO FRAGOSO,1
4459,TRV GUARANILANDIA,1
4460,R ROSILDA COSTA,1
4461,RUA ENGENHEIRO JOAQUIM CAMERINO,1
4462,R CAMPESTELE,1
4463,RUA MARILIA,1
4464,RUA GIRASSOL,1
4465,RUA DO MUSSUM,1
4466,RUA ALTO DO BURITI,1
4467,RUA ORITANIA,1
4468,R OLIVIA,1
4469,RUA ANTÈNIO CORR?A,1
4470,RUA CONS PERETTI,1
4471,RUA SEIS,1
4472,RUA VENANCIO EVANGELISTA,1
4473,RUA JOSE DA CRUZ PINHEIRO FILHO,1
4474,RUA PEREIRA,1
4475,RUA PUNDORETANA,1
4476,RUA ESCOLA DO SAGRE,1
4477,AVENIDA BOMBA DO HEMETERIO,1
4478,AVENIDA JOSE DOS ANJOS,1
4479,"RUA PADRE LEMOS, 286 - AP: 102",1
4480,AV ENGENHEIRO ABIDIAS DE CARVALHO,1
4481,RUA DOM DIAMANTINO COSTO,1
4482,AV PROF. JOSE DOS ANJOS,1
4483,RUA DOUTOR GOMES PORTO,1
4484,RUA IGARAPERA,1
4485,RUA THOMAZ LIMA,1
4486,RUA 87 FRANCISCO DE ASSIS TEIXEIRA,1
4487,RUA BRAÃO DO NORTE,1
4488,RUA SANTO COSME DAMIAO,1
4489,RUA JOSE L T LEITE,1
4490,RUA BARAO DA SILVA,1
4491,R C V,1
4492,JOSE MOREIRA REIS,1
4493,1¬ TRAV. SUB. DA M. MILAGROSA,1
4494,RUA S?O SEVERINO,1
4495,RUA DO RIACHUELO,1
4496,PRIMEIRA TRAVESSA MIN ALBUQUERQUE LIMA,1
4497,RUA SAMUEL MORSE,1
4498,RUA MONTE OREBE,1
4499,RUA EURIPEDES FERNANDES,1
4500,RUA ABREUL?NDIA,1
4501,RUA ENGENHO LINDA FLOR,1
4502,RUA ROLLAND RITTMISTER,1
4503,RUA ENGENHO CAMPO VERDE,1
4504,RUA DOUTOR JOSE CARNEIRO VILAR,1
4505,AV AMEREILDO R LEAO,1
4506,RUA OLARIA,1
4507,RUA TABELIAS JOAO ROMA,1
4508,RUA FARMACEUTICO CICERO,1
4509,RUA SAO SEBSASTIAO,1
4510,RUA JOSE NOYA,1
4511,TERCEIRA TRV DA RUA PENSE,1
4512,RUA ELISETE CARDOSO DE ANDRADE,1
4513,R-FRANCISCO DA CUNHA,1
4514,RUA BEM TI-VI,1
4515,SEGUNDA TRAVESSA SANTOS DUMONT,1
4516,RUA AUGUSTO,1
4517,RUA CORREGO DA FORTUNA,1
4518,RUA JADER DE PARTO JARDIM,1
4519,DR JOSE MARIA,1
4520,RUA CAPITAO VALDIR,1
4521,RUA ROCA SALES,1
4522,RUA BARRA DO SAGI,1
4523,RUA SENADOR JOSE ERMIRIO DE MORAES,1
4524,RUA PRAINHA,1
4525,R LEOVIGILDO JUNIOR,1
4526,RUA DEP. PEDRO VELHO,1
4527,RUA LAURINDO COELHO,1
4528,R QUARENTA E OITO,1
4529,SUBIDA DA MEDALHA MILAGROSA,1
4530,RUA SIDOVAL,1
4531,RUA GOMES FREIRE,1
4532,RAPUCARANA,1
4533,R.LAGOA NOVA,1
4534,4A TRAVESSA SERRA DA MANTIQUEIRA,1
4535,RUA GUATINGA,1
4536,ESTEV?O DE S?,1
4537,TEIXEIRA,1
4538,RUA TREZE,1
4539,LAGOA VERMELHA,1
4540,RUA APULCRO ASSUNCAO,1
4541,M. ARRUDA CAMARA,1
4542,RUA FULGINO DE MELO,1
4543,RUA IAPU,1
4544,RUA JOAO CARNEIRO DA CUNHA,1
4545,RUA OSOSRIO DE ALMEIDA,1
4546,AVENIDA DOZE DE JUNHO,1
4547,RUA PROFESSOR MARIO NEVES BAPTISTA,1
4548,RUA CARLOS N MACHADO,1
4549,R CAMPO TABAIARES,1
4550,RUA AUGUSTO BEZERO,1
4551,RUA GONGALO LEIT?O,1
4552,RUA ENGENHEIRO ANDRE DIAS DE A. FALCAO,1
4553,RUA VEREADOR RAMOS,1
4554,RUA MARQUES DE QUELUS,1
4555,ESTRADA DO BARTOLOMEU,1
4556,AVENIDA VISCONE,1
4557,RUA DO DESTERRO,1
4558,LUZITANIA,1
4559,RUA RIO DOS CEDROS,1
4560,RUA JOAO RIBEIRO,1
4561,RUA DR? CESAR MONTEZUMA,1
4562,R AV LUXIMBURGUE,1
4563,RUA DA CACAMBA,1
4564,AVENIDA PROF JOSE DOS ANJOS,1
4565,R CILICE TIBENÃO,1
4566,RUA CARAPICUIBA,1
4567,RUA JOAQUIM GONCALVES FERREIRA,1
4568,RUA NOVA LUSIT?NIA,1
4569,RUA ESTUDANTE JEREMIAS,1
4570,RUA DO GENIPAPO,1
4571,RUA SITIO DOS PINTOS,1
4572,RUA IRAQUITAN,1
4573,RUA SAO JOSE DA COLINA,1
4574,RUA EDUCADORA M J G ARAUJO,1
4575,RUA CAMARA CASCUDO,1
4576,RUA CUSTËDIA,1
4577,RUA NETO MENDONCA,1
4578,RUA PASTOR JOSE AMARO DA SILVA,1
4579,RUA JOS? TRAJANO,1
4580,RUA ENGENHO ARACI,1
4581,AV. PROFESSOR ARTHUR DE SA,1
4582,AV. MANAUS,1
4583,RUA JORNALISTA JOSE FERNANDES,1
4584,RUA MURUBIM,1
4585,R PROF JOAQUIM CAVALCANTI,1
4586,RUA GUREPE,1
4587,RUA DO PEIXOTO,1
4588,R BULVANIA,1
4589,RU UBATANGA,1
4590,RUA PESQUEIRO,1
4591,RUA COROACU,1
4592,RUA SARGENTO SILVIO,1
4593,RUA SANTANA DE ARAUJO,1
4594,RUA COMENDADOR FFRANCO FERREIRA,1
4595,R DA INTENDENCIA,1
4596,RUA TULA DE FREIRE DE SOUZA,1
4597,RUA ARTHUR ELPIDIO CAMARA,1
4598,RUA VENDEJANTE,1
4599,RUA DOUTOR CEZAR MONTEZUMA,1
4600,RUA ESPERANÃA,1
4601,RUA ESTRADA DO ENCANTAMENTO,1
4602,TRAV. PORT ACRE,1
4603,1 TRAVESSA HUGO NAPOLE?O,1
4604,RUA S?O GERALDO,1
4605,RUA HIPOLITO BRAGA,1
4606,RUA MARIA QUITERIA,1
4607,RUA AUGUSTO SEVERINO,1
4608,RUA VISCONDE DE TAUANAY,1
4609,RUA SABINO DE SOUZA COSTA,1
4610,R ESPADARTE,1
4611,RUA SUBITA DO MERERE,1
4612,RUA ITAQUICE,1
4613,RUA EXPEDICIONARIO ANTONIO APARECIDO,1
4614,R DO REFEIRO,1
4615,RUA BARONESA DE PALMARES,1
4616,LOPES DE CARVALHO,1
4617,RUA S?O SEBASTIAO,1
4618,AV. ARMINDO MOURA,1
4619,4 TRV DA RUA HENRIQUE DE LUCENA,1
4620,CORREGO DANTAS,1
4621,RUA PERY,1
4622,ANTONIO CARNEIRO,1
4623,RUA BARRA DOS COQUEIROS,1
4624,RUA DR BERNADO,1
4625,RIO PRADO,1
4626,PROFESSOR ARTHUR DE S?,1
4627,RUA SERRA NEGRO,1
4628,RUA PROFESSOR SOUTO MAIOR,1
4629,R PADRE ANTONIO,1
4630,1¬ TRAVESSA BAR?O DO CAPIBARIBE,1
4631,RUA COMPOSITOR ANTONIO MARIA,1
4632,RUA PROFESSOR AUGUSTI LEAO,1
4633,AV SEBASTIAO SALAZAR,1
4634,RUA ITAPUA,1
4635,RUA NAJA,1
4636,RUA ANTONIO AURELIANO,1
4637,RUA GRAO MOPE,1
4638,RUA CONSELHEEIRO FURTADO,1
4639,RUA TUPIRAÃABA,1
4640,RUA MAXIANA,1
4641,CONSELHEIRO BARROS BARRETOS,1
4642,RUA ARIADO,1
4643,RUA AQUIRAR,1
4644,R 3 DE AGOSTO,1
4645,RUA ABDIAS CABRAL DE MOURA,1
4646,TRAV. ALMIRANTE JO?O PASCOAL,1
4647,EDUARDO DO REGO,1
4648,R DOS PEIXINHOS,1
4649,RUA GONEGO OLIMPIO TORRES,1
4650,RUA MARIA VICENTINA DA SILVA,1
4651,RUA MARQUES MARICA,1
4652,RUA CEL FERNANDO MACHADO,1
4653,RUA VILA FELIX CALAN,1
4654,RUA SANTOS LEITE,1
4655,RUA BARAO DE LUCENA,1
4656,RUA DR WALDIR PESSOA,1
4657,RUA RIO SOLIMOES,1
4658,RUA EXPEDICIONARIO FRANCISCA,1
4659,BASILIO DA GAMA,1
4660,RUA BASILIO DA GAMA,1
4661,RUA CORONEL OLIVEIRA,1
4662,RUA EMILIA,1
4663,RUA TABELIAO JOAO MOURA,1
4664,R CONSELHEIRO PORTELA,1
4665,RUA CORONEL JO?O RODRIGUES,1
4666,RUA RAPIREMA,1
4667,RUA MARQUES AMORIM,1
4668,RUA CAPITAO FRANCISCO DE ABREU,1
4669,GEN?SIO TEËFILO BEZERRA FILHO,1
4670,RUA TENETE DOMINGOS DE BRITO,1
4671,R PRC LUIZ SOUTO DOURADO,1
4672,RUA PROF. JOSE AMARINO DOS REIS,1
4673,TRAVESSA MARAIAL,1
4674,RUA DOMINGOS TENÈRIO,1
4675,RUA VILA MIGUEL ARRAES,1
4676,CURIO,1
4677,RUA SANTIAGO,1
4678,RUA CANTOR ADOLIDAN,1
4679,R CORREGO S?O SEBASTI?O,1
4680,RUA ALTO CACHOEIRA,1
4681,3 TRAVESSA JO?O SALES DE MENESES,1
4682,RUA GRENAL,1
4683,SODRELANDIA,1
4684,RUA PORTO ESTRELAR,1
4685,MEIRA BARRETO,1
4686,RUA ITAISSOPA,1
4687,RUA DO TROIA,1
4688,RUA PADRE LANDIN,1
4689,RUA CARLOS XAVIER PAES BARRETO,1
4690,RUA ALTO DO CEU,1
4691,RUA ANTONIO RABELO,1
4692,RUA RAIMUNDO FREXEIRAS,1
4693,RUA MARIA A. S. VIEIRA,1
4694,RUA ESTACIO DE SA,1
4695,BAR?O DO CAPIBARIBE,1
4696,RUA CARLOS ALBERTO,1
4697,ALEXANDRINO,1
4698,RUA RIO PARALO,1
4699,RUA UNI?O DOS PALMARES,1
4700,COSME BEZERRA,1
4701,RUA JEMIL ASFORA,1
4702,RUA PROFESSOR NELSON CASTRO E SILVA,1
4703,R RIO PARNAIBA,1
4704,RUA MUCIO CATAO,1
4705,RUA VEREADOR RAMOS PEDROZA,1
4706,PROJETORA,1
4707,RUA JOSE MARCELO D SANTOS,1
4708,NESTOR TAVARES,1
4709,R DR VALDIR PESSOA,1
4710,AVENIDA DA RECUPERAÃAO,1
4711,R ITAPIRANGA,1
4712,RUA ALUIZIO SIQUEIRA,1
4713,AVENIDA PRESIDENTE MEDCI,1
4714,RUA AURIM,1
4715,RUA JOSIAS RODRIGUES,1
4716,AV. JORNALISTA POSSIDONIO CAVALCANTE BASTOS,1
4717,RUA DA MARAVILHA,1
4718,RUA EMPRESARIO E QUEIROZ,1
4719,RUA JOSE MARIA LEAL,1
4720,RUA PIRAMUTABA,1
4721,RUA SA E SOUZA N,1
4722,R COR. DO TIRO,1
4723,R SAO JOSE,1
4724,RUA MARIA AUGUSTA VILA CHAU,1
4725,R CANELA,1
4726,R-JOSE MOREIRA LEAL,1
4727,RUA CURUPA,1
4728,R CORONEL PACHECO,1
4729,RUA CONDE DE SABUGOSA,1
4730,RUA SERGIO LEAO,1
4731,AV VALENCA,1
4732,RUA AFRANIU,1
4733,RUA GASTON CAMARA,1
4734,RUA PROF. ANTONIO L L DE BARROS,1
4735,RUA LADIR LEAO,1
4736,COMP GILDO BRANCO,1
4737,RUA PRICIPE DA BEIRA,1
4738,RUA BATATAIS,1
4739,RUA BENTO LOYOLA,1
4740,RUA RIO SAO FRANCISCO,1
4741,RUA JOAQUIM DE FRANCA,1
4742,RUA CARDOSO,1
4743,RIA PRIMEIRO DE MAIO,1
4744,RUA ARNALDO PAZ DE ANDRADE,1
4745,RUA ANTONIO MOTA,1
4746,RUA GARUP?,1
4747,RUA JOSE DE SOUZA,1
4748,AV BADEJO,1
4749,"RUA GUANAMBI,",1
4750,RUA ANIZIO GALVAO,1
4751,RUA ALTO CACHOEIRAS,1
4752,AVENIDA VISCONDE DE ALBUQUERQUE,1
4753,ESTRADA DAS UBAIAS,1
4754,RUA VINTE E NOVE,1
4755,R DERBY,1
4756,RUA TRINDADE,1
4757,RUA FIDEL?NDIA,1
4758,R ZEFERINO AGRA,1
4759,RUA PARAUNA,1
4760,RUA JOSE AMARAL,1
4761,RUA FELLICIANO DE MELO,1
4762,PRIMEIRA TRAVESSA CORREGO DA CALMA,1
4763,DOUTOR GAST?O DA SILVEIRA,1
4764,RUA BREJO BONITO,1
4765,RUA MONTEIRËPOLIS,1
4766,RUA SAO JOAO PAULO,1
4767,RUA ROSA CLARA,1
4768,RUA ENGENHO SERRA,1
4769,RUA SEVERINA MARIA DA CONCEIÃ?O,1
4770,R DONA BENVINDA DE FARIAS,1
4771,RUA INALDO MARTINS DE SOUZA,1
4772,RUA DOUTOR OTAVIO,1
4773,RUA PROF JOAO HELDER,1
4774,AV ALMIRANTE,1
4775,RUA GOV. DIX SEPT. DO ROSADO,1
4776,RUA JO?O BANDEIRA DE MELO,1
4777,RUA DOUTORA AMARILES BARBOSA DE AGUIAR,1
4778,RUA MAXIMA,1
4779,RUA DOUTOR ELEAZER MACHADO,1
4780,RUA RIO REAL,1
4781,RUA RAMIRO COSTA,1
4782,RUA ALUISIO CAVALCANTE,1
4783,RUA DA COSNTANCIA,1
4784,RUA CAVEIRA,1
4785,R ANTONIO DE P AMORIM FERNANDES,1
4786,RUA SARGENTO BASILEU,1
4787,RUA EDUARDO PRADO,1
4788,RUA JAQUARANA,1
4789,RUA PENALVA,1
4790,RESERVATORIO,1
4791,RUA PE LEANDRO CAMELO,1
4792,RUA MAJOR GUERRA,1
4793,RUA CONGO DO DEODATO,1
4794,RUA GUARACI,1
4795,RUA NOVO TEMPO,1
4796,RUA TIM MAIA,1
4797,RUA DOUTOR FL?VIO FERREIRA DA SILVA,1
4798,R ALQUIMERDES DE OLIVEIRA,1
4799,RUA VIRG?LIO CAMPELO,1
4800,RUA GUA?RA,1
4801,RUA PALAME,1
4802,RUA ODON RODRIGUES DE MORAIS REGO,1
4803,RUA CELCINA MAIA PEREIRA,1
4804,TRAVESSA NITEROI,1
4805,RUA MARIANO CARNEIRO DA CUNHA,1
4806,RUA POTENGY,1
4807,R JOSELANDIA,1
4808,R ALINE,1
4809,R ALTO DO CEU,1
4810,RUA GIRASSOIA,1
4811,RUA SAO JERONIMO,1
4812,RUA ADALFO BOMBA,1
4813,RUA PERO VAZ DE CARINHO,1
4814,RUA AMADEU DO CARMO FERREIRA,1
4815,RUA SANTO ANTÈNIO,1
4816,RUA IBIRAPU?,1
4817,RUA VITORIA DA CONQUISTA,1
4818,CANELA,1
4819,RUA MINISTRO NELSON HUNGRIA,1
4820,RUA OLIMPIOS,1
4821,RUA ANDROLANDIA,1
4822,RUA AIRES GUANABARA,1
4823,RUA LIMA JORDAO,1
4824,R AGUA BEAUCA,1
4825,RUA 8,1
4826,1¬ TRAVESSA ANIBAL BENEVOLO,1
4827,RUA SANTA CRUZ DO DESERTO,1
4828,RUA PEDRO ALLAIN,1
4829,RUA RIBEIRA ROMA,1
4830,CORREGO JOSE GRANDE,1
4831,RUA 21 DE JUNHO,1
4832,RUA ALTO DAS PEDRINHAS,1
4833,RUA CANTO CARTOLA,1
4834,TRV VISCONDE DE JEQUINTONHOHA,1
4835,RUA BLACK,1
4836,ESTRADA CAIARA,1
4837,RUA IBICARE,1
4838,RUA TRINTA DE OUTUBRO,1
4839,RUA RIO,1
4840,R PIACAVA,1
4841,RUA CAHOEIRA,1
4842,RUA CAMPO TABALHARES,1
4843,RUA VISCONDE GUARARAPES,1
4844,R BOM JARDIM,1
4845,RUA VIRGILIO DE MELO FRANCO,1
4846,RUA COMPOSITOR JOSE GONCALVES JUNIOR,1
4847,TERCEIRA TRV DA RUA SEBASTIAO GRANDE,1
4848,RUA PIRIA,1
4849,RUA 22,1
4850,RUA SETUBOL,1
4851,RUA DR ACHILLES AMORIM MOURA,1
4852,RUA ENGENHEIRO OSCAR FERREIRA,1
4853,RUA JORNALISTA PELOPIDAS,1
4854,RUA ANITA FERREIRA,1
4855,LEONEL ALVES PONTES,1
4856,R SANTOS DUMONT,1
4857,RUA GERONIMO VILELA,1
4858,RUA RIO D'OURO,1
4859,R BREJO DA MADRE DE DEUS,1
4860,RUA GILBERTO VIEIRAS,1
4861,1? TRAVESSA LIBERDADE,1
4862,RUA EVALDO BRAGA,1
4863,R MARESTELA,1
4864,RUA SAMUEL MARTINS,1
4865,PROF. JOSE DOS ANJOS,1
4866,R EDUARDO ANTONIO,1
4867,RUA HAZES,1
4868,MANUEL DE MEDEIROS,1
4869,RUA MARECHAL BITTEMOUT,1
4870,RUA CANDOI,1
4871,RUA DR. RAPOSO PONTO,1
4872,RUA RENATO DE MEDEIROS,1
4873,RUA JOAQUIM DA SILVA CALDAS',1
4874,RUA AVILA,1
4875,RUA CRUZEIRO DO FORTE,1
