,nome_logradouro_residencia,quantidade
1448,AV. PROF. JOSE DOS ANJOS,2
1449,RUA DESEMBARGADOR JOAO PAES,2
1450,RUA AMARO COUTINHO,2
1451,RUA APULCRO DE ASSUNÃ?O,2
1452,RUA CATULO DA PAIXAO CEARENSE,2
1453,RUA SOUZA DE ANDRADE,2
1454,RUA JOAO ROSENDO,2
1455,AVENIDA SONHO REAL,2
1456,RUA GENESIO TEOFILO BEZERRA FILHO,2
1457,RUA JOAO TEIXEIRA,2
1458,RUA ARATIBA,2
1459,RUA COTIARA,2
1460,RUA DR MACHADO,2
1461,RUA ALTO DAS QUEIMADAS,2
1462,RUA DO SOSSEGO,2
1463,R PETROLINA,2
1464,R VISCONDE DE ITABORAI,2
1465,RUA JOSE TRIGUEIRO,2
1466,RUA TUCUMA,2
1467,RUA MANOEL TEIXEIRA,2
1468,RUA BENTO DE ABREU,2
1469,RUA RAPOSO TAVARES,2
1470,ESTRADA VELHA DE AGUA FRIA,2
1471,RUA SANTA BARBARA,2
1472,RUA ANIBAL CARDOSO,2
1473,RUA ALMIRANTE JOAO PASCOAL,2
1474,TRV SANTA HELENA,2
1475,RUA BENJAMIM CONSTANT,2
1476,RUA ANTONIO BEZERRA,2
1477,PROFESSORA ROSILDA COSTA,2
1478,TRAVESSA SABINOPOLIS,2
1479,AV HILDEBRANDO DE VASCONCELOS,2
1480,AV SANTA FE,2
1481,RUA NOVO HORIZONTE,2
1482,RUA CEL URBANO DE SENA,2
1483,AVENIDA MARECHAL CORDEIRO DE FARIAS,2
1484,RUA GASPAR PEREZ,2
1485,RUA DESP WALDIR SANTANA,2
1486,RUA LORENA,2
1487,HUGO NAPOLE?O,2
1488,RUA JOSE VELOSO,2
1489,RUA DOUTOR PAULO,2
1490,AVENIDA NORTE,2
1491,RUA PINHEIRO MACHADO,2
1492,RUA IPUA,2
1493,RUA PAULO DE ARRUDA,2
1494,RUA DO CABOCLINHO,2
1495,RUA ESCRITOR VANILDO BEZERRA CAVALCANTE,2
1496,RUA TOME GIBSON,2
1497,AV CAXANGA,2
1498,RUA ADRIANO VIEIRA,2
1499,RUA MANOEL DE ABREU,2
1500,RUA INALDO BARTOLOMEU DE CARVALHO,2
1501,PRAÃA DO MORRO DA CONCEIÃAO,2
1502,RUA LIRIO DOS VALES,2
1503,CORREGO DA AREIA,2
1504,AV. S?O PAULO,2
1505,AVENIDA SUL,2
1506,RUA ALEXANDRIA,2
1507,RUA DO ABC,2
1508,RUA CONSTANÃA,2
1509,RUA ENGENHO FLOR DO BOSQUE,2
1510,RUA ABAIRA,2
1511,R ESPERANCA,2
1512,RUA MANTIQUEIRA,2
1513,DOUTOR CORREIA DA SILVA,2
1514,RUA ALBACORA,2
1515,RUA ALTO DA TELHA,2
1516,RUA SEVERINO PESSOA,2
1517,RUA SILVANOPOLIS,2
1518,RUA GUARANI,2
1519,RUA SERRO NEGRO,2
1520,RUA QUIXABA,2
1521,RUA COMENDADOR JOSE VITA,2
1522,RUA ESMERALDINO BANDEIRA,2
1523,RUA PADRE LANDIM,2
1524,RUA PETROL?NDIA,2
1525,RUA LE PARCK,2
1526,RUA PIRATINI,2
1527,RUA ALFREDO EUGENIO,2
1528,RUA JUPIACARA,2
1529,RUA OLIMPIO COSTA,2
1530,RUA CORREGO ANTONIO RODRIGUES,2
1531,HEMET?RIO MACIEL,2
1532,RUA IRAPORE,2
1533,AVENIDA SANTOS DUMONT,2
1534,RUA JOAQUIM GONÃALVES TONEIRO,2
1535,RUA ALTO DO MARACANA,2
1536,RUA TROIA,2
1537,RUA CABO EUTROPIO,2
1538,RUA CORREGO DO JENIPAPO,2
1539,RUA DOUTOR JOAO LACERDA,2
1540,RUA MANAIRA,2
1541,RUA JORNALISTA NELSON PEREIRA LIMA,2
1542,RUA SAO TOME,2
1543,RUA MANOEL BEZERRA,2
1544,"AV, PROF JOSE DOS ANJOS",2
1545,R BADEJO,2
1546,AVENIDA JOCKEY CLUBE,2
1547,RUA DOS ANJOS,2
1548,RUA DO SALGADO,2
1549,RUA CELINA,2
1550,RUA BAURU,2
1551,RUA DOM CAVITI,2
1552,RUA RUBI,2
1553,RUA ARTUR WANDERLEY,2
1554,RUA TENENTE WANDERLEY,2
1555,RUA AVENCA,2
1556,RUA ITAPU?,2
1557,RUA SANTA TEREZINHA,2
1558,RUA MOACIR COUTINHO,2
1559,RUA ALTO DO VENANCIO,2
1560,RUA DONA ETELVINA BATISTA,2
1561,DEPUTADO JOSE FRANCISCO,2
1562,RUA CHAGAS FERREIRA,2
1563,AV PROFESSOR CLAUDIO SELVA,2
1564,RUA ALTO DOS COQUEIROS,2
1565,RUA DOM BOSCO,2
1566,RUA JAGUARANA,2
1567,RUA DUAS BARRAS,2
1568,RUA MANOEL BRANDAO,2
1569,AV SENADOR ANTONIO FARIAS,2
1570,RUA UMARI,2
1571,AVENIDA DOIS RIOS,2
1572,RUA PADRE FEIJO,2
1573,RUA CABRALIA,2
1574,R DURVAL GOUVEIA,2
1575,JOSE ALVES DO NASCIMENTO,2
1576,RUA CONFEDERAÃ?O DO EQUADOR,2
1577,RUA DA TRANQUILIDADE,2
1578,RUA DOUTOR MOACIR,2
1579,RUA SERAFINA CARNEIRO,2
1580,RUA ELISEU CAVALCANTE,2
1581,RUA UBIRATAN,2
1582,RUA VISCONDI GUARARAPES,2
1583,RUA CORREGO DA BICA,2
1584,VALE DO SIRIGI,2
1585,R PROFESSOR SILVIO DA CUNHA,2
1586,RUA PROFESSOR ARTUR DE S?,2
1587,RUA FARIAS LIMA,2
1588,RUA ESTEV?O DE S?,2
1589,RUA MARAJO,2
1590,RUA TR?S DE MAIO,2
1591,RUA ICAPO,2
1592,RUA CAMPINA DO BARRETO,2
1593,RUA LAURA GONDIM,2
1594,RUA ITAPORANGA,2
1595,RUA JUPIA,2
1596,R POLONI,2
1597,RUA CAMBORIU,2
1598,ARISTARCO PAV?O,2
1599,RUA VILA ZENAIDE,2
1600,RUA COSMORAMA,2
1601,RUA BULANDI,2
1602,RUA RIO JARATUBA,2
1603,RUA DA UNIAO,2
1604,RUA CAPITAO VICENTE CURADO,2
1605,AV. AN?BAL BEN?VOLO,2
1606,RUA JO?O LEITE,2
1607,RUA DOM EXPEDITO,2
1608,RUA JACUIPE,2
1609,RUA CLEMENTE PEREIRA,2
1610,RUA PLATINA,2
1611,RUA PADRE NOBREGA,2
1612,RUA CORREGO DA TELHA,2
1613,RUA DINIZ,2
1614,RUA CORONEL FELIPE RODRIGUES COLEHO,2
1615,RUA VALE DO JAGUARIBE,2
1616,RUA JO?O DE DEUS,2
1617,RUA PASTOR BENOBY,2
1618,RUA FRANCISCO VITA,2
1619,RUA ANTONIO GONCALVES CRUZ,2
1620,RUA PIRAJU,2
1621,RUA DR CORREIA DA SILVA,2
1622,RUA JOSEPH TURTON,2
1623,RUA VINTE E TRES DE ABRIL,2
1624,RUA MARIO FILHO,2
1625,RUA RIO DAS CONTAS,2
1626,RUA CLAUDOMIRO SELVA,2
1627,RIO GRAMAME,2
1628,R FREI JORGE,2
1629,RUA MONTE DOS GUARARAPES,2
1630,RUA CAP ALFREDO PASSOS,2
1631,RUA GUAXUPE,2
1632,RUA JOSE FULGINO DE MELO,2
1633,RUA PROFESSOR GONCALO,2
1634,RUA WASHINGTON DUARTE SPINDOLA,1
1635,R BULANDY,1
1636,RUA SERRA DAS ARARAS,1
1637,AURELIO SOUZA,1
1638,RUA DOUTOR JO?O ELISIO,1
1639,RUA PATULCERA,1
1640,VINTE NOVE,1
1641,R IZABEL DE BARROS,1
1642,RUA BRIGADEIRO ANTONIO DE SAMPAIO,1
1643,RUA DIO MOXOTË,1
1644,RUA DOIS DE FEVEREIRO,1
1645,RUA PROFESSOR MIRANDA CURIO,1
1646,RUA RIO PARANAIBA,1
1647,RUA VINTE E DOIS DE AGOSTO,1
1648,SEGUNDA TRAVESSA NOSSA SENHORA DA PENHA,1
1649,R CELCINA MAIA PEREIRA,1
1650,RUA PUCATU,1
1651,TV. S?O MIGUEL,1
1652,RUA LEOPOLDO BULHOES,1
1653,RUA PROF¬ CASSILDA BRECKE FELD,1
1654,RUA BERNARDO SAEJ?O,1
1655,PROFESSOR OTAVIO TAVARES,1
1656,RUA CARLOS MARINGEULE,1
1657,CHA DE ALEGRIA,1
1658,2¬ TRAV. DO FONSECA,1
1659,RUA ARISTIDES LOBO,1
1660,RUA GUARAUNA,1
1661,RUA DESEMBARGADOR MERTINS,1
1662,RUA CALCOENE,1
1663,RUA SAO JOSE DA COROA GRANDE,1
1664,RUA EXPERICION?RIO EURIDES FERNANDES,1
1665,AV DR JOSE FERREIRA LIMA,1
1666,RUA DOUGLAS DANTAS DE SOUZA,1
1667,RUA PRINCIPE DA BAIA,1
1668,R MIRANDA,1
1669,RUA ATOR ELP?DIO C?MARA,1
1670,R BENJAMUI FORNECIE,1
1671,JACOLO,1
1672,RUA CAPITAO LUIZ DORNELES,1
1673,RUA 2¬ TRAVESSA DO EUCALIPTO,1
1674,2¬ TRAV.ENG. ANDRE DIAS,1
1675,AV CORREIA DE BRITO,1
1676,1? TRAVESSA SANTA LUCIA,1
1677,RUA POETA MANOEL BANDEIRA,1
1678,TRAVESSA IMBAUBA,1
1679,MARECHAL DEODORO,1
1680,RUA VISCONDE VIA IMBUNA,1
1681,AV RIO REAL,1
1682,RUA ALMIRANTE PEDRO MARQUES,1
1683,RUA CORREGO DO MARRECO,1
1684,RUA MARAT?,1
1685,RUA DA CUNHA,1
1686,AV JOAO SALES DE MENEZES,1
1687,R NOSSA SENHORA DO CARMO,1
1688,RUA CECILIA REIS,1
1689,RUA NESTOR MOREIRA,1
1690,RUA VERA CRUZ,1
1691,R DESEMBARGADOR JOS? NEVES,1
1692,RUA VILA MAYAME,1
1693,RUA VULA FLOR,1
1694,R. D,1
1695,RUA IBITACU,1
1696,RUA ALEXANDRE PADILHA,1
1697,RUA DR. ALBERTO WANDERLEY,1
1698,RUA GUARULHO,1
1699,RUA DR RANEMILTON,1
1700,RUA PROFESSOR ALVAREZ,1
1701,RUA FELICIANO JOSE DE FARIAS,1
1702,RUA ENGENHEIRO EDGAR WERNECK,1
1703,DR. ANTONIO ROSA BORGES,1
1704,RUA FALCAO DE LACERDA,1
1705,RUA IGARAI,1
1706,RUA EVARISTOO DA VEIGA,1
1707,RUA CHAVES MARTINS,1
1708,RUA CORONEL FELIPE RODRIGUES,1
1709,RUA CEZAR MONTEZUMA,1
1710,TRAVESSA CARLOS BARBOSA,1
1711,RUA DOUTOR PELAGIO,1
1712,RUA POTINGA,1
1713,RUA CAPIT?O DOMINGUES DA COSTA,1
1714,MARIA DA HORA,1
1715,RUA IBIRAJU,1
1716,RUA ROSA BORGES,1
1717,DOUTOR ARISTACHO DOURADO DE AZEVEDO,1
1718,RUA FLORESTOPOLIS,1
1719,AV. PROFESSOR ANJOS,1
1720,RUA NILOPËLIS,1
1721,RUA ALMIRANTE JOS?O PASCOA,1
1722,AGOSTINHO BARBALHO,1
1723,RUA ANDRE OLIVEIRA,1
1724,RUA DOUTOR ELIAS GOMES,1
1725,CORREGO DO JOAQUIM,1
1726,RUA PIO PORU?,1
1727,RUA DEPUTADO FRANCISCO DE MELO CAVALCANTE,1
1728,RUA MARTINS FONTES,1
1729,RUA MANUEL DUES DARA,1
1730,RUA UNIVERSO,1
1731,RUA DO CAETES,1
1732,RUA JOSE SOUZA MARPRETO,1
1733,TANCREDO NEVES,1
1734,RUA FERNANDO CARVALHEIRA,1
1735,TRAVESSA DANTAS,1
1736,VILA MAIAMI,1
1737,RUA TRES DE SETEMBRO,1
1738,RUA MANOEL A DE AZEVEDO,1
1739,RUA BARAO DE AGUA BRANCA,1
1740,R JULIO JOSE DE SOUZA,1
1741,RUA JO?O TRAJANO DA SILVA,1
1742,RUA PROF JOSE AMARINO,1
1743,RUA DR JOAO LACERDA,1
1744,R SAO MATEUS,1
1745,AV. MARTINS LUTHER KIING,1
1746,RUA AUTALANDIA,1
1747,2 TV BONIFACIO DE ANDRADE,1
1748,RUA LAJEADO,1
1749,RUA BAZILEU NOGUEIRA,1
1750,RUA CAMPO DO BANCO,1
1751,RUA CAMPO GRANDE,1
1752,RUA SEVERINO GALDINO,1
1753,RUA BREJO NOVO,1
1754,RUA ASSARE,1
1755,RUA LOURENÃO DE S?,1
1756,RUA CAPUTIRA,1
1757,TAGUATINGA,1
1758,RUA AMARANTE,1
1759,CAPIT?O FRANCISCO DA ROCHA,1
1760,RUA GENERAL CASTELO BRANCO,1
1761,RUA CAIANA,1
1762,AV JULIA VENER,1
1763,RUA LUXEMBURGO,1
1764,RUA VIRGINOPOLIS,1
1765,RUA PROFESSORA CALDAS FILHO,1
1766,RUA CONCEIÃ?O DE MELU,1
1767,RUA BASTOS DE SANTA CRUZ,1
1768,R ROMULO DA FONSECA GOMES,1
1769,PRIMAVERA,1
1770,RUA ALIADOS,1
1771,RUA NOBRE DE LACERDA,1
1772,RUA MAQUES DE BAIPENDI,1
1773,AV NOVA DE FUNDAO,1
1774,R TEN VANOLERLEY,1
1775,RUA RIO COLORADO,1
1776,R CONDE DE VILA FOLR,1
1777,COROADO,1
1778,S?O JOS? DO NORTE,1
1779,RUA CANTO AZUL,1
1780,RUA ARAPUNA,1
1781,RUA DOUTOR TUBAL URQUIZA VALENCA,1
1782,RUA VALDEMAR NERY,1
1783,AMARO BEZERRA,1
1784,RIO FUNDO,1
1785,RUA ERUNDINA,1
1786,RUA PROF SEVERINO JORDAO EMERECIANO,1
1787,RUA DOM PEDRO HENRIQUE,1
1788,DE 198-199 AO FIM DA SETE DE SETEMBRO,1
1789,RUA JOAO TRAJANO DA SILVA,1
1790,RUA MAJO RIBEIRO PINHEIRO,1
1791,RUA CAMBUCI,1
1792,RUA SAO SILVESTRE,1
1793,RUA MANGABEIRA,1
1794,CONEGO JOSE FERNANDES,1
1795,AV PIO MUNIZ DE FARIAS,1
1796,GENERAL C B CASTELO BRANCO,1
1797,RUA QUINTINOGALHARDO,1
1798,RUA BOM NOME,1
1799,RUA CICLOVIA REPUBLICANA DA ARGELIA,1
1800,R DO RIO,1
1801,RUA JO?O FONTES,1
1802,RUA ENGENHEIRO VASCONCELOS,1
1803,RUA ENGENHEIRO JOSE BRANDAO CAVALCANTI,1
1804,RUA DR HERMENEGILDO DE CASTRO NETO,1
1805,RUA ABIDIAS CABRAL DE MOURA,1
1806,RUA FREI MANUEL CALADO,1
1807,RUA LORIVAL JUNIOR,1
1808,PALMEIRANTE,1
1809,RUA CANTOR ALTEMAR DUTRA,1
1810,RUA DO DENDE,1
1811,"AV, CHAGAS FERREIRA",1
1812,RUA PARDO,1
1813,R DAS MOÃAS HAP H-3 APT 204,1
1814,TRV DA RUA JOAO CORREIA FILHO,1
1815,RUA SERRA AZUL,1
1816,RUA DOUTOR MIGUEL V. FERREIRA,1
1817,RUA CRISTINA DE CASTRO,1
1818,RUA DJALINA HONËRIO,1
1819,RUA DR. TELESPHORO FRAGOSO,1
1820,RUA MARIO LIBORIO,1
1821,RUA TACAIMBO,1
1822,RUA CARLOS MARVIGNIER,1
1823,RUA EDUCADORA MARIA JOSE GUIMARAES ARAUJO,1
1824,RUA ARACOIABA,1
1825,R DAS MOCAS,1
1826,RUA JOSE CARLOS NOVAES DA MOTA,1
1827,"AV, ANIBAL BENEVOLO",1
1828,RUA RIO GRANDINA,1
1829,RUA VALE DO CARIRI,1
1830,RUA XAVIER DE BRITO,1
1831,RUA VEREADOR S?RGIO XAVIER,1
1832,TAMBOARA,1
1833,RUA BALTAZAR,1
1834,1¬ SUBIDA CORREGO DO JOAQUIM,1
1835,ANDREZA BATISTA,1
1836,RUA CONEGO JOS? F. MACHADO,1
1837,RUA RIO OESTE,1
1838,RUA DOUTOR SILVA FILHO,1
1839,RUA ITOPINOZE,1
1840,RUA S?O BENTO DO UNO,1
1841,RUA SETE AGOSTO,1
1842,RUA CAMPO TABAIARE,1
1843,RUA VILA RISSETE,1
1844,RUA JOSE BENEDITO MAURI FERNANDES,1
1845,RUA COLMEIA,1
1846,RUA 7,1
1847,JOSE MENESES DE LIRA FILHO,1
1848,RUA LEGRE,1
1849,TRV DO CACIMBAO,1
1850,RUA IBATUBA,1
1851,ALTO DA JAQUEIRA,1
1852,RUA ANDRE REBOUÃAS,1
1853,RUA MOTOCOLOMBO,1
1854,RUA ENGENHO MAMELUCO,1
1855,1 TRAVESSA SUBIDA DA MEDALHA MILAGROSA,1
1856,RUA EDUARDO CRISTËDIO,1
1857,RUA ADOLFO COURINHA,1
1858,R ENEIDE,1
1859,RUA SANTA IZABEL,1
1860,RUA IVICILANDIA,1
1861,BACHAREL AUGUSTO GENUINO ALBUQUERQUE,1
1862,DEIVID INACIO,1
1863,RUA LAGOA DO OURO,1
1864,RUA 44,1
1865,RUA DOUTOR ANTONIO CORREIA,1
1866,RUA ENGENHEIRO OSVALDO LIMA,1
1867,RUA IBURA,1
1868,R JACYARA,1
1869,RUA A-ATOR ARAUJO,1
1870,TRAVESSA DO CAEINSAO,1
1871,AV. DESEMBARGADOR PEDRO RIBEIRO,1
1872,EDGAR DAMORIM,1
1873,FERNANDO DE NORONHA,1
1874,RUA VOLUNTARIO DA PATRIA,1
1875,RUA ILHEUS,1
1876,R CAMETA,1
1877,RUA DA JAQUEIRA,1
1878,RUA MELIOPOLIS,1
1879,CORONEL URBANO DE SENA,1
1880,RUA PROFESSOR SEVERINO JORD?O EMERENCIANO,1
1881,ANTONIO DE SA LEITAO,1
1882,R DA CAROLINA,1
1883,ALVANDIA,1
1884,RUA M,1
1885,RUA FREI FELIX,1
1886,RUA GARIMPO,1
1887,PRACA CAXANGA,1
1888,AVENIDA DR JOSE RUFINO,1
1889,RUA PROF? CHAVES BATISTA,1
1890,RUA MARIA AUGUSTA DULTRA,1
1891,RUA BERNARDO GABRIEL,1
1892,PRIMEIRA TRAVESSA JOAO CORREIA,1
1893,1¬ TRAVESSA ALTO DA JAQUEIRA,1
1894,R. SEVERINA PEDROSA,1
1895,R LARGO DO ENCANTA MOCA,1
1896,TFE,1
1897,RUA PROFESOR RUTILHO,1
1898,RUA TENENTE FORTUNA,1
1899,R CARONEL MARCIO URBONIO,1
1900,ITAQUITINGA,1
1901,RUA PASSARELA,1
1902,RUA MARIA F DE LIMA,1
1903,RUA CANAUCEIRA,1
1904,RUA J?DER DE PONTES JARDIM,1
1905,CAMBURIU,1
1906,AV PEDRO ALLAN,1
1907,RUA LAJE,1
1908,RUA CORIPËS,1
1909,RUA DESEMBRAGADOR JOAO PAES,1
1910,RUA APTROC?NIO,1
1911,RUA DOLTOR JOAO FLAVIO,1
1912,RUA DHALIA,1
1913,RUA MANOEL INACIO,1
1914,RUA PASSO DA SANTA CRUZ,1
1915,RUA LOPES DE CARVALHO,1
1916,RUA 3 NOES,1
1917,RUA SANTO ANDRE,1
1918,RUA VIRGILIO MELO F,1
1919,RIACHAO,1
1920,RUA ALVARES PIRES,1
1921,RUA JOAO FERNANDES VIEIRA,1
1922,ITAPETIM,1
1923,R AVELAR,1
1924,RUA JAGUARAIVA,1
1925,RUA GONÃALVES CRESPO,1
1926,RUA CAPITAO POUCIANO,1
1927,RUA JOAQUIM DA SILVA CALDAS,1
1928,CRATEM,1
1929,AV JOAQUIM ROBEIRO,1
1930,SEGUNDA TRV DA RUA BEZERRA DA PALMA,1
1931,RUA EDUARDO GUIMAR,1
1932,RUA NOSSA SENHORA DE FATIMA,1
1933,RUA DA LINHA,1
1934,RUA CORREGO OLIMPICO,1
1935,RUA LADEIRA DA PEDRA,1
1936,RUA CARLOS FERREIRA DA CRUZ,1
1937,RUA EURICO FERNANDES,1
1938,ALTO DA BOA VISTA,1
1939,R JOAO SALES DE MENEZES,1
1940,RUA JOSE DOS SANTOS,1
1941,RUA DO BARRO,1
1942,R MARIA ESTEV?O,1
1943,AV PIG JOSE DOS ANJOS,1
1944,RUA IMBË,1
1945,RUA MANDAU,1
1946,RUA MARO SOUTO NAIR,1
1947,RUA MANUEL RODRIGUES PORTO,1
1948,RUA PADRE ROMANO ZUFIRE,1
1949,RUA CAMPO TABAINES,1
1950,RUA SANTO AUGUSTO,1
1951,AV. CONSELHEIRO AGUIAR,1
1952,RUA GILDA DE ABREU,1
1953,RUA JAIME DE SOUZA CASTRO,1
1954,RUA SERRA DO MAR,1
1955,R MONSENHOR TEOBALDO ROCHA,1
1956,RUA PADRE TEOFILO,1
1957,GUAPEMIRIM,1
1958,LADO PAR CENTRAL,1
1959,RUA MAJOE JUSTINO SILVEIRA,1
1960,AV BENIGNO DE VASCONCELOS,1
1961,RUA ULISSES PERNAMBUCANO,1
1962,LADEIRA DO SAPOTI,1
1963,RUA MARIA GOUVEIA,1
1964,RUA FELIX CARAN,1
1965,RUA FELICIANO COELHO,1
1966,RUA MARIA LEDA SIQUEIRA,1
1967,R GOV DEP SEPE RESCIDO,1
1968,RUA MANGUEIRA,1
1969,RUA ALTO DO RESERVATÊRIO,1
1970,RUA PROF.ZENIA GUERRA,1
1971,RUA GONÃALVO LEIT?O,1
1972,TRAVESSA MASARANDUBA,1
1973,RUA DO BONGI,1
1974,RUA SAO JUDAS TADEU,1
1975,RUA CICLOVIA DO RIO,1
1976,AVENIDA JORNALISTA COSTA PORTO,1
1977,RUA SIMON BOLIVAR,1
1978,RUA ENGENHO FIRMESA,1
1979,RUA OITICICA LINS,1
1980,RUA ANA CARNEIRO DE ALBUQUERQUE,1
1981,RUA JOSE JOAO DA SILVA,1
1982,EURIDES FERNANDES,1
1983,TRAV ESTEVAO DE SA,1
1984,RUA CAPITAO JERONIMO AMARAL,1
1985,ENGENHEIRO ANDRE DIAS DE ARRUDA,1
1986,RUA ENEAS JORGE DE ANDRADE,1
1987,RUA ESTEVAO DE ARAUJO,1
1988,RUA PADRE WILERMAIN,1
1989,RUA PIRAPORA,1
1990,RUA TREZE DE JULHO,1
1991,RUA ANTONIO VALDOMIRO DA COSTA,1
1992,RUA ERMILIO GOMES,1
1993,RUA CEL FELIPE RODRIGUES COETRO,1
1994,RUA DR TOM? DIAS,1
1995,4 TRAV CHAPADA DO ARARIPE,1
1996,MARIA MADALENA TORRES,1
1997,RUA BEZERRA DE MENEZES,1
1998,RUA POTEGY,1
1999,4¬ TRAVESSA REGINA,1
2000,RUA POTIRA,1
2001,RUA SAO JOAQUIM DO MONTE,1
2002,RUA ROSALANDIA,1
2003,RUA JERUSAL?M,1
2004,RUA ARLINDO CISNEIRO,1
2005,RUA BONITO,1
2006,RUA MILAGRES,1
2007,RUA ANTONIO VIEIRA,1
2008,RUA SOLDADO JOAQUIM XAVIER,1
2009,RUA TAMIBI?,1
2010,RUA TEJU,1
2011,RUA AFREDO MOREIRA,1
2012,RUA EXPEDICION?RIO TEODORO SATIVA,1
2013,FRANCISCO ESTEV?O DA COSTA,1
2014,PROFESSOR JOAQUIM XAVIER DE BRITO,1
2015,RUA 27,1
2016,"R, GONÃALVES DIAS",1
2017,RUA IMBUM,1
2018,RUA NOVA MORADA,1
2019,RUA BRASITIA,1
2020,RUA SAO SEVERINO,1
2021,RUA JOSE VIVANCIO,1
2022,1 TRAV. DO FONSECA,1
2023,RUA DR. CEZAR MANTEZUMA,1
2024,TRAVESSA DO EUCALIPTO,1
2025,RUA GONÃALO LEDO,1
2026,RUA DOUTOR PERNAMBUCO,1
2027,ESCADA,1
2028,RUA ODELON TUCUMAN,1
2029,RUA CAMPO DAUNI?O,1
2030,RUA EDMAR MOVAY,1
2031,RUA JOSE DE SOUZA MARMELO,1
2032,RUA MARIO GOMES,1
2033,RUA ANA MAURICIO WANDERLEY,1
2034,RUA TAMARINEIRA,1
2035,BARAO DE CODICEIRA,1
2036,RUA NOSSA SENHORA DA SAUDE,1
2037,RUA NAIR RIBEIRO GADELHA,1
2038,RUA PROFESSOR ADALBERTO NEVES,1
2039,RUA ANTONIO PINHEIRO,1
2040,2? TRAVESSA PARIS,1
2041,RUA JO?O RIO BRANCO,1
2042,RUA LUIZ DA CAMARA CASCUDO,1
2043,R JOAO XAVIER PEDROSA,1
2044,RUA DESEMBARGADOR LOPES GAMAS,1
2045,AV. ANIBAL BENEVOLO,1
2046,RUA GUILHERME SALAZAR,1
2047,RUA JAQUEIRA,1
2048,RUA AMOS,1
2049,RUA DAS M?ES,1
2050,RUA MATIAS COELHO,1
2051,RUA MIPIBI,1
2052,R ENGENHO AGUAS CLARAS,1
2053,AV DOUTOR DIRCEU VELLOSO TOSCANO DE BRITO,1
2054,RUA SILVINO LOPES,1
2055,RUA MARCELON DE CASTRO LIRA,1
2056,MONTEIROPOLIS,1
2057,R CASSAMBA,1
2058,RUA CAMPO TABAIARES,1
2059,RUA MARIS PEDERNEIROS,1
2060,AVENIDA S?O MIGUEL,1
2061,CORREGO DO BOLEIRO,1
2062,S?O BENTO DO NORTE,1
2063,RUA LORENCO BEZERRA,1
2064,MARIA CELIA DO NASCIMENTO,1
2065,RUA CAMPO REDERDO,1
2066,RUA ASSIS BRASIL,1
2067,RUA LAJE GRANDE,1
2068,RUA SOLANO C DA CUNHA,1
2069,PEDESTRE,1
2070,RUA LUIS CAMARA,1
2071,RUA ESPERANCA DO OESTE,1
2072,NILOPOLIS,1
2073,R PESQUEIRA,1
2074,RUA MELVIN JONES,1
2075,RUA ITANAGE,1
2076,RUA DOURADOS,1
2077,RUA DO CANAL,1
2078,RUA GUARAJUBA,1
2079,RUA MARIA AUGUST VILA CHAN,1
2080,PEDRO ALAIM,1
2081,RUA ELOI MENDES,1
2082,RUA JOAO BATISTA RIBEIRA,1
2083,RUA PROFESSOR MARIANO,1
2084,RUA TRINTA DE OUTRUBRO,1
2085,RUA LAVRINHAS,1
2086,RUA A VANDERLI,1
2087,1TRV DA RUA SINDICATO DOS BANCARIOS,1
2088,1¬ TRAVESSA GUAIRACA,1
2089,RUA MARQUES DE BANDEPE,1
2090,RUA 06 DE JANEIRO,1
2091,RUA MANOEL ARRUDA CAMARA,1
2092,RUA MARIA MESQUITA DE SOUZA,1
2093,RUA THOMAZ CANTUARIA,1
2094,R DR CORREIA DA SILVA,1
2095,RUA MARIHINHA,1
2096,RUA PROFESSORA ANGELA PINTO,1
2097,R SEBASTIAO GALVAO,1
2098,AV ANTONIO DA COSTA AZEVEDO,1
2099,RUA MARIA DE LOURDES DA SILVA,1
2100,RUA PADRE JOSE ANCHIETA,1
2101,RUA S?O GABRIEL,1
2102,RUA DOUTOR RENALDO VICTOR FERNANDES,1
2103,RUA DESTERRO,1
2104,RUA ANGICAL,1
2105,AVENIDA LINS PETIT,1
2106,RUA COMPOSITOR VALDIR AZEVEDO,1
2107,RUA EDUARDO DUBRUX,1
2108,CACULE,1
2109,RUA JOSE PONCIANO,1
2110,RUA HUMAITA,1
2111,RUA FLUTUOSO,1
2112,RUA VINTE E UM DE JULHO,1
2113,RUA OTILIA DE FARIAS,1
2114,RUA JAPARATUBA,1
2115,RUA BARAO DE JAPARANA,1
2116,DESPORTISTA GEO,1
2117,RUA VILA,1
2118,RUA ERCILIO TEIXEIRA LINS,1
2119,RUA 41,1
2120,RUA SERTANEJA,1
2121,RUA TRAJANO DE MORAES,1
2122,RUA DOUTOR MANOEL DE BARROS NETO,1
2123,ARNALDO PAES DE ANDRADE,1
2124,RUA PRESIDENTE TANCREDO NEVES,1
2125,LUXEMBURGO,1
2126,RUA PROFESSOR JOSE AMARIANO DOS REIS,1
2127,RUA NOVA ALIANCA,1
2128,RUA CARLOS XAVIER,1
2129,RUA PORAQUE,1
2130,AV ANDRE VIDAL,1
2131,RUA GOIANDRA,1
2132,RUA ULISSES COSTA,1
2133,RUA MAIANA,1
2134,RUA ARI PETER,1
2135,RUA SAO FIDELIS,1
2136,RUA ANTÈNIO VIEIRA,1
2137,RUA ANTONIO NOGUEIRA,1
